timestamp,"5,00% NORDEA KREDIT SDRO IO30 2056 ","4,00% NORDEA KREDIT SDRO IO30 2056","4,00% NORDEA KREDIT SDRO IO 2056 ","3,50% NORDEA KREDIT SDRO IO 2056","3,50% NORDEA KREDIT SDRO ANN SDRO 2056","5,00% NORDEA KREDIT SDRO 2046 ","3,00% NORDEA KREDIT SDRO 2046","5,00% NORDEA KREDIT SDRO IO 2056 ","5,00% NORDEA KREDIT SDRO 2056 ","4,00% NORDEA KREDIT SDRO 2056 ","4,00% NORDEA KREDIT SDRO 2046 "
2025-01-03T23:39:09.160262+00:00,101.720,98.975,99.850,96.300,97.350,101.725,95.375,101.550,101.925,100.425,100.575
